OrderSize,LeadTime,SupplierScore,InventoryTurnover,PromoSpend,Season,OnTimeInFull,InventoryLevel,MarketingROI
2,9.153258093180616,0.7281953290860725,4.341485741001655,4820.069295059398,Spring,Yes,300.4111081109576,1.2892607020657771
44,5.8282308810721,0.5574186261992261,4.032654401063568,5822.73153276414,Fall,Yes,353.9876542563979,1.0755053452351748
59,3.5836953187464307,0.7274691279000634,6.055062400571341,4588.167392683714,Spring,Yes,327.92449838700145,1.2097764593413523
56,6.407623994901846,0.9789017594902741,7.444235826373801,2131.201167770439,Spring,Yes,391.97213837954064,1.8970531675983517
26,10.238502041619602,0.8441004134548749,5.894959599725465,8619.386192644055,Spring,Yes,317.4083064101895,1.6014784276502019
51,7.502355192870422,0.5130804134562188,3.8916185802429912,6901.3674631043195,Spring,Yes,333.5605196967458,1.5453044577914081
85,6.5558455733809895,0.6524075386710426,5.2173145316212794,3114.5983715362613,Winter,Yes,235.97445730773802,1.400235448737737
57,8.045938374782748,0.7360348069536022,5.223944086060183,9659.705585002084,Summer,Yes,219.38221120497755,1.535388867098865
50,2.850207016349886,0.9284303370554021,4.2689687690072144,2432.648794752441,Spring,Yes,260.39671109328606,2.1422226537366225
13,9.342661649149044,0.6078808171129805,4.884662569114833,7053.295355506655,Winter,Yes,345.61157690937455,1.3414875561023571
19,3.056477461308216,0.5170551811544657,7.659469755436539,1856.9498538951384,Spring,Yes,360.47035420416614,1.3054103459214232
82,5.622161199466736,0.8291125205349452,4.724632822014985,7908.206365160698,Fall,Yes,316.41569891920733,1.5829502260335193
2,9.147613969394033,0.89988951913949,5.902217757351204,2807.1037168120365,Winter,Yes,304.1698462586023,1.423690208818063
52,9.887456563040885,0.717045848426335,4.64367770902177,1785.7622911091362,Winter,Yes,250.30208638729064,0.650165118806874
45,6.170748389031,0.8135436837210481,2.5736716263383013,3668.6920052268797,Winter,Yes,385.7388510212914,2.3311027221423712
49,7.910780929759337,0.8153122581249795,4.558144347777096,1679.4102510270236,Fall,No,326.3640240268908,2.0419219365157324
57,7.37214715196499,0.8971425474669027,3.3530696159526117,8239.367163796138,Spring,No,223.9897769844013,1.2938782837469371
92,2.786749573008521,0.6600868432597453,5.579471730092568,8087.542955791626,Winter,No,344.8740609689393,1.763717852284461
50,6.0979822788995355,0.6055130798013054,5.203846250855665,9072.326121887352,Summer,Yes,290.3804571442209,1.4698237146640973
87,5.600369884459155,0.7249559432007833,6.565527593643347,9001.40205467363,Fall,Yes,273.15320943546385,0.5523198456749431
4,9.260351672360517,0.9773885523216813,5.672438920949506,8434.178666401272,Winter,Yes,290.8428122910296,0.33698982911378295
68,5.880347954901233,0.557793484161464,6.02545406185355,3880.868740933305,Summer,Yes,325.0538335483685,2.7121801543504644
12,8.136522326055568,0.7602749493785854,4.69131288756059,8555.224191351743,Summer,Yes,370.8118333407518,1.2979046624055401
22,4.272919943106423,0.992748752600934,5.076990960543838,3991.3053518486827,Fall,Yes,288.4015631201949,1.9773692106845726
90,5.467823745975791,0.752810986425787,1.3887833491211916,1969.1788571690586,Winter,Yes,411.3682670275257,1.241022755448234
99,7.312289113333248,0.9730662792660978,3.0137406755900544,8600.323982371316,Fall,Yes,300.01759620768894,1.521832975593915
4,4.4626551014760905,0.9055934326227797,3.0492370752350224,4252.079958354583,Summer,Yes,306.24864709896775,1.0778764517051216
12,10.019355789635673,0.9740561019033923,6.722490171889326,4210.6774541021405,Summer,No,271.78785834264085,1.6949027017065474
4,9.928014156459415,0.7324059146511559,3.7246382828136366,7031.3208031652075,Fall,Yes,379.2566371256566,1.3129764115010103
95,7.198966411420746,0.6650015591765099,4.60585994484275,3989.0331497181865,Summer,Yes,282.7379664145307,1.1309856057726875
7,7.068101977971686,0.73023504639313,4.939451198767893,3713.051091946524,Spring,Yes,291.94844005734444,1.6938530728239118
10,5.888985536810035,0.751696077521891,3.9169463612795132,4841.013434554713,Winter,Yes,262.9959064062829,2.6822545640952535
88,6.890863476063215,0.5969235990449557,2.84930520804101,6216.4290956335735,Fall,Yes,371.7218994242145,2.156894400975197
15,6.1087530000960495,0.7949821134237396,5.146972761068046,2998.942655560045,Summer,Yes,308.6181463838743,0.7849714911996907
84,6.33435573597504,0.9146666495562243,6.0166818250100995,8673.47970994861,Summer,Yes,206.3477744225996,2.093162381370525
71,7.6226429314870465,0.9308509540709428,5.395309706325241,9718.166501688946,Spring,Yes,281.97682228051957,1.3998828476546776
13,7.13971399347229,0.9270083704728067,8.183638306121129,3970.7845901143564,Fall,Yes,265.62153985412385,1.2601151637562873
55,7.957247234652993,0.856916701792161,8.635496137119068,6191.28591777603,Winter,Yes,271.679868529539,0.8589937947284276
28,5.139513641913819,0.6018629475506401,3.6582294223275422,9758.525876208323,Fall,No,258.27730970084355,1.7470230986580713
39,5.995539988883978,0.541898278639306,3.5625199167503476,8479.587168342108,Spring,Yes,310.25434333666357,1.2986004443564423
18,7.157890789509007,0.8274773868757148,4.234345911924951,7094.143959449098,Summer,Yes,312.5361607166434,1.8450806420087875
62,6.787820824458644,0.6515422278787336,6.607515940685621,3334.482722107886,Winter,Yes,345.1195648758486,1.790062583664119
75,6.698527849747956,0.7688787875074815,4.99886615949903,6064.286625710023,Winter,No,383.98598038234314,2.0325009824835734
100,6.30864797656732,0.5832608112923319,4.547558606267435,1623.0980092366872,Winter,Yes,317.77908747865666,1.507681995546136
100,10.090392677710726,0.5559400243186006,5.464291850873453,2728.7213911063973,Spring,No,274.4171849641668,1.463100445319231
66,7.772001505698222,0.959469166299794,5.318740233681595,1094.003348466826,Winter,Yes,278.10123376947917,2.2147161201775427
48,8.291976559126134,0.8285237667932113,2.567337784062121,8780.782562523815,Fall,Yes,300.9631657327438,1.6113591920849282
17,4.884693829353186,0.8472763580837999,3.8113339795936634,3475.5427424228055,Summer,Yes,347.27109632902915,1.674561770553219
6,3.567342172272998,0.5102187165570204,4.2030318922544625,3060.6216734926297,Fall,Yes,313.83153089564024,0.7457690830513471
87,9.247685760329244,0.6792159145265002,4.054740033004439,9143.402530688665,Summer,Yes,263.61970833268776,1.2037654746593995
47,8.217640478689104,0.7784213433363496,5.294133900446219,5304.488413895427,Winter,Yes,311.8030207195549,1.7318868847892148
16,6.85812615113058,0.5344676281334804,5.3569925628230335,3690.384609489601,Fall,Yes,309.3680315546108,1.172198356546329
60,8.454992384077492,0.5826282174712412,5.2491404989642865,1466.087753118446,Winter,Yes,251.24626863927898,0.9441144019355691
41,11.728774401067351,0.8651108911791079,8.017715057924054,1215.5600602282107,Winter,Yes,305.93601013840134,1.8539867449528005
26,7.932352528364053,0.6522244534177046,5.572145330627892,1186.48949204066,Spring,Yes,199.20804650714888,1.2719321710513063
46,8.647905659114066,0.5913076888141033,3.724047695371757,6582.270953194063,Spring,No,291.2806863196393,2.371894979751884
50,1.9441968246873458,0.5242825993627931,6.557756979309845,8836.914515950055,Spring,Yes,390.0098772448517,1.0563545551007578
1,10.092192718071242,0.5350413586833711,5.82986568086685,6894.9404874997435,Fall,Yes,375.83399410687156,2.831975456823959
36,6.1147328330437345,0.6760665589120408,5.148419188096727,4869.458636240726,Fall,Yes,324.8815484849314,1.6557502846950718
30,8.114027735835007,0.5064914183882234,5.657864209497407,7214.142113755685,Fall,No,293.05762317863497,1.5585757327786467
2,5.493540340556688,0.8469233224110572,7.493954451246311,5280.837249468651,Spring,Yes,301.234787703412,1.5690685905573367
84,4.473954790666062,0.9942788983326416,6.48491525294915,2021.672713021394,Summer,Yes,306.3947425619197,0.6134311055089717
69,6.870890073254053,0.543370105095062,4.709728197824558,4546.4448706981475,Fall,Yes,321.5844148389148,2.3340544395349143
31,7.090112945685305,0.8386446931414806,1.9443255413944565,3268.765640483567,Spring,Yes,246.0771093640605,1.6474792080242342
8,6.896243400584888,0.6528675234787383,4.458843560457671,4606.392076167009,Fall,Yes,335.97012472284797,1.0995030347777845
94,6.734301214443719,0.7505087362670956,4.379332194449405,8232.817880599572,Fall,Yes,354.37711008315375,0.6498187703996205
61,6.574161159926305,0.729778372550661,3.3939545078655207,5588.122086054216,Winter,Yes,252.0847914981906,1.2896268440422518
66,8.580268458966703,0.9551306422362565,3.3440024697104898,2943.062623623896,Fall,Yes,325.5647912984963,1.8690483670445563
77,6.222095649845608,0.7682047991668386,6.998683432497453,5750.741838822255,Winter,Yes,319.9246118431645,0.7681723102684322
68,10.024158494814795,0.5287559613057462,1.2288147203318083,5739.560293382789,Spring,Yes,348.00010457283025,1.1143489695021986
45,3.189346177580705,0.5667901933845501,6.579792461091733,5369.647447707795,Summer,Yes,330.4895512385863,0.7526711541944064
52,9.14008786917934,0.6214276752507965,6.067721297119819,4293.04956957566,Fall,Yes,339.8244271566214,1.274837515375137
8,7.595683990257942,0.6263222452807903,-0.5436166869674199,6224.642563543811,Summer,Yes,282.72707178200244,0.8024735838029589
89,6.160790639450456,0.5960914621421962,5.755454132253374,2591.2759606022328,Fall,Yes,251.03619087290954,1.2933870621107166
71,2.9497293024741653,0.8541278050167224,6.493624832913476,6074.259707958989,Summer,Yes,277.2853251927138,1.843155103557246
14,4.584093501616099,0.8347399485220801,5.748378967864308,1762.4706854354426,Spring,Yes,286.27429111576555,1.8110230616707559
29,4.459744568292612,0.8065589775598168,5.569050647441986,7163.596139322767,Spring,Yes,284.43240543608545,1.38592856275369
64,9.732967209789813,0.7411105380348145,5.745418726217473,2207.317193734513,Fall,Yes,290.29729388687394,1.5140220424238786
85,10.263265140120224,0.6263416154541697,4.016688283287537,9550.855050362337,Spring,Yes,265.7853643027951,1.0027372634597547
37,6.266874117471586,0.5972192630291693,5.491999648864618,8310.779066923376,Spring,Yes,298.0004917286823,1.7342395612255357
97,4.073264693279379,0.721182032139517,5.405953561214295,4924.812655923082,Winter,Yes,311.2770846844499,1.7167736548653199
41,5.350555821875367,0.9890106478768739,3.911290084402025,2328.4261755072293,Winter,Yes,307.70501654840973,1.3752402535438446
89,6.12310433163116,0.9358017432114828,7.417375254228581,9384.960538826994,Summer,No,330.77359755172824,0.6625901112999564
64,7.147783538831427,0.8137445512538848,6.035473073341583,5382.848771924055,Summer,Yes,188.84650382847843,1.2356499538410226
59,8.162055846558657,0.8484714406778154,6.684920458856176,1192.3468848516409,Spring,Yes,378.1616655696553,1.7971348388446469
78,10.553133966223733,0.5651494180411488,5.854105333769525,2113.4170285683663,Fall,Yes,257.3450986115264,1.1699655455069133
9,10.03406500963359,0.9863572169615493,5.278083727788362,5553.462466516322,Fall,Yes,397.59852832173254,1.4696898961492006
79,9.504701380754003,0.5567363248062149,5.044591063238117,5067.858124196351,Spring,Yes,306.3168570473019,1.138163207565246
7,3.704836640430083,0.5798963392481653,5.377555879488616,8764.413788134392,Summer,Yes,296.5764538605051,0.702889938035414
66,4.002912380094411,0.6045113686334223,4.267682378771808,8830.567179923364,Spring,No,250.29787332291409,1.9803717543397994
95,8.660973758199363,0.9293458186280238,5.412902264897507,9573.266747713064,Winter,Yes,245.33353508398505,1.993882773089517
71,5.075065103479542,0.6192050488655013,4.413575865772864,5275.311559773267,Fall,Yes,336.3091172013071,1.8151706956803877
41,7.4732950303756605,0.9636432126802343,5.491529414782022,9612.285829305809,Fall,No,334.9004592270338,0.5327313917816291
75,6.768220965661906,0.9227327047287043,4.881624388188787,3759.1804985599206,Summer,Yes,269.70518763149204,1.1825053855277687
77,10.261130014090437,0.8590565987321847,6.0044700852294515,1552.671792098739,Fall,No,283.8836858815841,0.6274250539379096
77,6.31427322888148,0.8890629088140101,6.044800212741122,5851.717752127931,Summer,Yes,185.6492949287515,2.377928364848603
26,7.992675094393143,0.7502040520781675,6.526510498531127,2995.134055492164,Winter,Yes,324.0169119928262,1.175365681711211
8,6.2937634782875875,0.5727845139800936,5.483154579047215,9609.87198597931,Spring,Yes,372.0823225591658,1.4924134354247995
14,8.496489084998132,0.7604298134609148,6.814122218253005,5254.37719689387,Summer,Yes,225.64302253283762,1.8334607771267877
45,2.4415228540649023,0.8645106446624211,4.282908788634993,2741.7990201309694,Spring,Yes,305.1406664940742,1.7628592868866453
2,11.226029574431708,0.5687788979052952,5.978732722497035,2678.672391242337,Fall,No,198.276772983085,0.9865321331812945
42,9.201507551147888,0.8976296137001814,5.148625639724048,2767.9960746296792,Winter,Yes,305.0737601979002,1.9308436710570935
79,5.733045708545188,0.5423189809818483,4.4910667408821725,1769.4618034438763,Fall,Yes,346.034529152283,1.7104483762699692
57,8.773336521935498,0.9941808135417183,5.825519239328873,4454.1387303894735,Spring,Yes,324.3212890938764,1.8186391513518705
88,1.9779659115544987,0.8244894375348726,5.349160631690381,4119.400123026664,Summer,No,304.617182720681,1.7130785262071213
64,6.376082183196269,0.9402179942551054,4.463314023308114,4890.686376074951,Winter,Yes,273.43808079867404,1.236106088156257
98,8.669628309470019,0.6431160458056266,2.703120444492736,6631.086901740971,Spring,Yes,281.62107868196995,1.8256842408434095
4,3.914071435913088,0.7318600820230423,4.175352232226954,5591.931794304839,Winter,Yes,343.3309938459464,1.4934517069447852
18,5.981586167825011,0.7161789299228232,3.453719131872151,5324.798890624516,Winter,Yes,298.3580761112263,1.8394765450232655
89,4.9410318786682215,0.6413380415877847,3.7339972575273706,8713.330084521043,Summer,No,381.4500147861363,1.1272954060321256
88,8.103429571006417,0.7281160256867396,4.027031725576047,3053.7369140262235,Fall,Yes,151.41465427314208,1.6499408615354842
70,8.028511588797342,0.8800975011784506,8.413936909836513,3913.9115994438544,Fall,Yes,335.0986540904048,1.4502164188119837
98,8.571380344922725,0.7484187388091803,6.141468055766744,6729.34810469855,Fall,Yes,295.67089946816395,2.165845712926739
51,7.611995570110083,0.9414336165687707,3.5303186458950804,1965.0917658449669,Fall,No,206.7419700063674,1.4747966036229578
3,7.373146260159677,0.6667961177773596,6.170518185398571,8242.171490388162,Spring,Yes,288.94881204786975,0.6113856601053389
19,8.656407743586923,0.9309353265112079,3.647617141197823,8317.438251492953,Spring,Yes,287.0425645804041,2.134294655924012
47,6.476745223826241,0.7606155101244121,3.5431205475512453,3524.3444607928736,Winter,Yes,261.42622584811704,1.572599903073203
46,8.173783127007516,0.9255053997685296,5.806737540816093,3396.0917449192298,Spring,Yes,337.15479771844946,1.1046825848183772
58,6.154060342316486,0.6286510080878647,5.142334795510895,2882.1263627728194,Winter,Yes,265.87424290558755,0.8773751342088739
36,4.741530995862101,0.734642656627442,3.9353073859700998,3839.410011474573,Winter,Yes,282.7522261642225,0.9257929731915
19,10.880992090895544,0.6984293938545689,4.157075675859012,6533.050628971471,Summer,Yes,383.1375928341249,1.5756780237006567
92,9.738279171330184,0.8533835647341703,7.680691616091482,5080.199988141681,Fall,Yes,298.2427530764629,2.0534036659435966
47,9.100709548460154,0.8235838623994779,5.192067852710116,3356.149054504742,Winter,No,296.6599486937165,1.8132544989230026
55,6.478139389606657,0.661073062039847,5.834136572632246,9849.915942731972,Summer,Yes,393.6606502371719,1.4621723000607512
74,6.1734196069570215,0.6651329757132485,8.252362338365302,4607.757171235911,Spring,Yes,324.80262539218893,1.2503637797242593
82,5.224618577087611,0.8823442831863822,6.998034954118069,3797.4029164785748,Fall,Yes,331.60271207566933,1.7975403621028196
63,7.099514584387726,0.8846343888012345,5.1661224784348185,9406.550980321113,Spring,No,295.8378399799352,1.3255192423065953
68,7.461337403614104,0.9606131508009492,6.875446145450807,7593.151351242943,Summer,No,267.2106344885984,0.6670109039544945
12,8.718004549271539,0.6684268482031817,5.923598022180365,1580.8198813409344,Winter,Yes,233.46079059884372,1.404826548538062
27,7.532105799982283,0.7178487420543,4.998917233943264,2477.535573696273,Winter,Yes,366.82046147661663,1.058400691446073
93,7.407267080699557,0.5689741165906174,5.845798964459433,8076.10364163386,Summer,Yes,380.75396028808655,1.6981835296482757
76,8.890028119081707,0.7090608898695906,4.299394991285705,4731.077594581933,Fall,Yes,282.1960811988848,1.088076312139859
11,7.45309694931081,0.5996243664233214,4.3495529419900905,1911.9947199088022,Spring,Yes,342.53797564309536,0.4867254861411372
4,8.009652442861384,0.9373960202930661,6.38594044987201,3958.993819134387,Fall,No,270.3013918418355,1.47991553960744
46,7.828174063513969,0.7831351809489566,3.787908066672803,6725.461658434071,Spring,Yes,301.5036809624353,2.2734445026626418
59,7.688189078814799,0.9962288608311959,4.240559008517323,6670.028547042758,Fall,Yes,194.06231434836968,0.8661897685684622
60,8.99212991124617,0.9406936649268103,3.2851186576143436,2605.792687977389,Winter,Yes,259.65242614557076,0.7469543888570163
24,10.20400079420096,0.5628601439369703,6.7527934469205,7726.218095645695,Summer,Yes,193.49135642073213,1.2187704084103808
26,4.821112938161859,0.8942187887495505,2.550729000768654,4486.576252030061,Summer,Yes,227.71066703435477,1.6289774420585705
28,6.269381775955985,0.5690409236333325,5.374637603470244,7694.812766035354,Fall,Yes,381.9896041498958,1.6944527782592118
58,4.338374987964512,0.8919295508272642,5.90996925471955,6710.912352361146,Summer,Yes,248.59840629218164,1.0602326838409664
4,6.949257538678312,0.6368801337286241,4.862390656410693,1677.0834662625493,Winter,Yes,286.9100041037087,2.5548902976957972
100,3.0014560882948995,0.5258653339271717,4.613910609378857,2399.530478450572,Spring,Yes,304.0792248467741,1.2336228505854185
79,7.4309734617383745,0.660556889888652,4.296734838916973,7694.287479474481,Winter,Yes,369.2081032167916,1.6990448428548313
86,4.947022255775185,0.7353220488772113,6.179307638413476,1953.5896422809587,Spring,Yes,252.60862848425074,1.4549317529054777
60,5.895265685195989,0.6920715290702348,5.4466067351231615,2814.7202011996987,Summer,Yes,245.68580476891037,1.3063812387689349
49,8.120904648476555,0.5916528691484584,4.374001640841761,8760.996063456894,Summer,Yes,293.90517215505355,1.608083526204253
57,7.761287032505631,0.8062932349736132,8.28006575489869,9675.199884460506,Spring,Yes,281.73650860590243,1.4073092217808632
88,3.120063417890558,0.6023252322040648,4.244326055176693,2888.0916206536144,Fall,Yes,343.2595476624106,1.4649887543264501
88,5.261581558358941,0.7896645490710483,3.3233842049250026,2915.5530092127783,Summer,Yes,234.55272288416532,0.8893659945350153
5,4.632059180474771,0.8423033766295136,5.413424458661592,5310.157618189845,Winter,Yes,246.04852959020764,2.0376810445824383
70,6.194972570542531,0.9883880360484801,5.47927565364852,2569.332598737887,Winter,Yes,215.04916478540213,2.5265329999952417
57,4.607485340658419,0.5433398230893702,4.561009874920385,6594.502030973579,Fall,Yes,336.31469735724073,0.9235989444950246
61,5.899156886529624,0.5796116011623547,7.361793490177492,7670.93571531295,Fall,Yes,334.69147281703266,3.2936882756590493
10,9.215442952271319,0.8413710194614228,4.028171642745832,7807.846842149785,Summer,Yes,383.7193992002539,1.292093443039845
67,5.128663084583337,0.8854600558827719,5.33409835477521,9081.173903227653,Fall,No,251.99854734867486,1.6388144701689054
34,6.4415050361521065,0.6348400057720998,5.211021121341188,3193.095075398088,Winter,Yes,255.7968161294392,1.6566175618996688
70,7.942746624609915,0.6074566382352151,5.400691244682988,9653.443601193689,Winter,Yes,247.7966132410767,1.3305855176654244
10,8.257946233846832,0.883843246170144,2.899332079369483,1167.789904625311,Summer,Yes,317.9989614497963,1.2459412260015632
80,7.419116356736,0.6712255711557193,3.834797053706308,9999.795452320308,Winter,Yes,226.32577059987193,1.8320278546028177
29,7.95787468138142,0.7973994490978775,5.23867993740983,6258.998739369636,Winter,Yes,160.44833735976565,0.5665258200623017
67,9.236839706863522,0.718377315994714,6.034188769119121,7128.242044114025,Winter,Yes,318.3913479891213,1.2997488517968037
11,6.089674244667666,0.683068116212336,5.742546788061574,2360.580636552697,Spring,No,318.36783294723307,1.6319813307041653
4,10.90189654902812,0.6825093846399666,5.520629837979607,2098.416739838881,Winter,Yes,221.85638526236647,2.068857694747993
49,5.774317389340476,0.9879887050577802,3.612678999618625,3564.8239788701385,Winter,Yes,304.4955065362984,1.3056075146752133
